Date,Gold_Price,Open_x,High_x,Low_x,Volume,Chg%,USD_Price,Open_y,High_y,Low_y,Change %,avg_sentiment,news_count
2020-07-17,49001,48812,49086,48760,28010,0.39,95.94,96.28,96.33,95.9,-0.42%,-0.042557353,68
2020-07-16,48811,49121,49246,48755,30040,-0.75,96.35,96.0,96.4,95.89,0.28%,-0.060970796,113
2020-07-15,49182,49240,49273,48951,37680,-0.19,96.08,96.17,96.25,95.78,-0.18%,0.00972605,119
2020-07-14,49277,49150,49299,48811,41500,0.2,96.26,96.54,96.7,96.18,-0.21%,-0.029301802,111
2020-07-13,49180,48920,49258,48920,34250,0.61,96.46,96.66,96.68,96.27,-0.19%,0.04769875,80
2020-07-10,48883,48900,49217,48731,38450,-0.03,96.65,96.75,96.97,96.44,-0.05%,0.005203704,81
2020-07-09,48896,49095,49298,48780,46250,-0.54,96.7,96.45,96.81,96.24,0.28%,-0.090029412,102
2020-07-08,49160,48701,49317,48635,42550,0.75,96.43,96.99,97.05,96.4,-0.47%,-0.051450602,83
2020-07-07,48796,48200,48829,48110,44010,1.14,96.88,96.75,97.15,96.6,0.16%,-0.035335955,89
2020-07-06,48247,47976,48300,47830,36250,-0.18,96.72,97.15,97.19,96.57,-0.46%,0.042562162,74
2020-07-03,48336,49304,49304,48100,70,-0.21,97.17,97.21,97.36,97.12,-0.15%,-0.102241667,48
2020-07-02,48437,48340,48529,47970,90,0.08,97.32,97.14,97.34,96.81,0.12%,-0.067364773,88
2020-07-01,48400,48986,49020,48251,330,-0.94,97.2,97.39,97.62,97.03,-0.20%,-0.032966667,99
2020-06-30,48861,48237,48999,48237,630,1.38,97.39,97.4,97.8,97.23,-0.15%,-0.08535283,106
2020-06-29,48194,48420,48513,48080,3740,-0.35,97.54,97.5,97.65,97.11,0.11%,-0.028262338,77
2020-06-26,48363,48030,48431,47825,26210,0.86,97.43,97.35,97.68,97.26,0.00%,-0.073635294,85
2020-06-25,47952,48048,48147,47830,28160,-0.32,97.43,97.24,97.6,97.16,0.29%,-0.013859794,97
2020-06-24,48105,48019,48421,47969,42480,-0.17,97.15,96.66,97.24,96.55,0.52%,-0.166368132,91
2020-06-23,48186,47899,48227,47726,35720,0.57,96.65,96.93,97.25,96.39,-0.40%,-0.028781333,75
2020-06-22,47912,47999,48259,47792,42280,0.01,97.04,97.66,97.74,97.0,-0.60%,-0.022560825,97
2020-06-19,47907,47300,47938,47300,37640,1.22,97.62,97.42,97.72,97.16,0.21%,-0.040686154,65
2020-06-18,47328,47290,47550,47130,39880,0.02,97.42,97.08,97.58,96.95,0.27%,-0.086272308,65
2020-06-17,47320,47363,47453,47020,35350,-0.45,97.16,97.01,97.34,96.8,0.21%,-0.025437349,83
2020-06-16,47534,47200,47610,46974,46860,1.14,96.96,96.56,97.25,96.43,0.26%,-0.0191,69
2020-06-15,46999,47200,47242,46569,42280,-0.69,96.71,97.09,97.39,96.6,-0.63%,0.001701235,81
2020-06-12,47325,47400,47493,47073,40800,-0.17,97.32,96.81,97.45,96.49,0.61%,-0.124949398,83
2020-06-11,47405,46767,47630,46767,53470,1.66,96.73,96.09,96.83,95.95,0.81%,-0.076992222,90
2020-06-10,46629,46614,46923,46502,34600,0.07,95.96,96.43,96.46,95.72,-0.38%,-0.100307143,84
2020-06-09,46595,46070,46666,45962,41710,1.05,96.32,96.63,97.06,96.23,-0.30%,-0.06141746,63
2020-06-08,46110,45800,46175,45772,39330,-0.51,96.62,96.84,97.07,96.6,-0.33%,-0.009695946,74
2020-06-05,46346,46750,46805,46100,60,-0.93,96.94,96.74,97.03,96.44,0.27%,0.004383871,62
2020-06-04,46781,46399,47125,46235,80,1.25,96.68,97.32,97.63,96.57,-0.62%,-0.012628037,107
2020-06-03,46203,46750,46851,46150,180,-1.27,97.28,97.57,97.63,97.18,-0.41%,-0.04531039,77
2020-06-02,46796,47090,47375,46753,220,-0.47,97.67,97.84,97.91,97.43,-0.16%,-0.009314667,75
2020-06-01,47018,46900,47299,46702,2009,0.34,97.83,98.3,98.32,97.79,-0.52%,-0.108226761,71
2020-05-29,46858,46579,46924,46468,24160,0.83,98.34,98.51,98.55,97.94,-0.04%,-0.012743182,44
2020-05-28,46474,46740,46930,46400,35540,-0.37,98.38,98.91,99.09,98.35,-0.69%,-0.094113008,123
2020-05-27,46647,46390,46698,45855,47490,0.55,99.06,99.02,99.34,98.72,0.16%,-0.01822381,84
2020-05-26,46393,47047,47150,46302,41020,-1.19,98.91,99.76,99.77,98.9,-0.96%,-0.006904348,92
2020-05-25,46953,46800,47029,46666,17270,-0.22,99.86,99.79,99.97,99.69,0.00%,-0.018613636,44
2020-05-22,47057,46420,47118,46420,42900,1.38,99.86,99.42,99.87,99.39,0.50%,0.005637313,67
2020-05-21,46417,46944,46980,46265,40760,-1.51,99.37,99.18,99.51,99.02,0.25%,-0.01238022,91
2020-05-20,47129,47165,47380,46850,40320,0.2,99.12,99.55,99.56,99.0,-0.25%,-0.022017073,82
2020-05-19,47036,46656,47180,46463,47800,0.82,99.37,99.62,99.73,99.23,-0.29%,-0.02495042,119
2020-05-18,46652,47500,47965,46550,65730,-1.48,99.67,100.36,100.47,99.58,-0.73%,0.043192453,53
2020-05-15,47352,46490,47420,46480,51030,1.55,100.4,100.26,100.49,100.08,-0.06%,-0.032649153,59
2020-05-14,46631,46020,46735,46020,47990,1.41,100.47,100.19,100.56,100.15,0.22%,0.004864286,84
2020-05-13,45983,45634,46087,45527,41420,0.76,100.24,100.01,100.28,99.58,0.31%,-0.080291026,78
2020-05-12,45635,45821,45970,45551,37850,-0.33,99.93,100.23,100.44,99.66,-0.30%,-0.05988427,89
2020-05-11,45785,45842,45980,45609,39590,-0.08,100.24,99.12,100.28,99.12,0.50%,-0.046029851,67
2020-05-08,45820,46050,46343,45751,53030,-0.71,99.73,99.84,99.94,99.1,-0.16%,-0.106863934,61
2020-05-07,46147,45450,46222,45355,40800,1.67,99.89,100.21,100.4,99.81,-0.20%,0.001023171,82
2020-05-06,45387,45700,45850,45330,37990,-0.33,100.09,99.79,100.2,99.75,0.38%,-0.008365217,69
2020-05-05,45539,45400,45590,44768,230,-0.49,99.71,99.51,99.97,99.3,0.23%,-0.029952055,73
2020-05-04,45762,45403,46090,45349,490,1.13,99.48,98.57,99.6,98.57,0.41%,0.035,63
2020-05-01,45251,44703,45380,44441,310,1.35,99.08,99.13,99.21,98.64,0.06%,-0.066589831,59
2020-04-30,44647,45642,45761,44200,2130,-1.74,99.02,99.48,99.72,98.81,-0.55%,-0.034954444,90
2020-04-29,45439,46290,46308,45401,4780,-1.62,99.57,99.88,99.89,99.46,-0.30%,-0.024662385,109
2020-04-28,46188,46290,46333,45750,25390,-0.36,99.86,100.06,100.21,99.45,-0.18%,-0.026365789,76
2020-04-27,46353,46352,46673,46250,36810,-0.42,100.04,100.23,100.32,99.83,-0.34%,-0.030717143,70
2020-04-24,46550,46491,46850,46160,43750,0.16,100.38,100.5,100.87,100.19,-0.05%,-0.032020619,97
2020-04-23,46475,46499,46680,46171,42680,0.62,100.43,100.45,100.69,100.04,0.04%,-0.02443871,93
2020-04-22,46189,45656,46290,45475,32759,1.78,100.39,100.21,100.5,99.9,0.13%,-0.035331783,129
2020-04-21,45383,45735,46275,45100,31180,-0.75,100.26,99.94,100.48,99.93,0.30%,-0.059173451,113
2020-04-20,45724,45400,45949,45265,24610,-0.29,99.96,99.71,100.07,99.65,0.17%,-0.053324691,81
2020-04-17,45855,47005,47005,45400,32290,-2.86,99.78,99.86,100.29,99.62,-0.24%,-0.008101905,105
2020-04-16,47203,46783,47290,46478,21660,1.09,100.03,99.63,100.3,99.61,0.57%,0.002561386,101
2020-04-15,46696,46499,46782,46030,26090,0.92,99.46,98.82,99.98,98.82,0.58%,-0.068565546,119
2020-04-13,46270,45499,46360,45499,19510,2.19,99.35,99.49,99.63,99.14,-0.17%,-0.03429863,73
2020-04-09,45279,44970,45330,44802,13160,0.75,99.52,100.13,100.3,99.36,-0.60%,-0.056499038,104
2020-04-08,44944,44762,45000,44650,12640,-0.22,100.12,99.91,100.43,99.9,0.22%,-0.065135088,114
2020-04-07,45043,44000,46299,44000,20590,1.68,99.9,100.75,100.79,99.77,-0.78%,-0.046455714,70
2020-04-03,44298,44190,44400,43860,80,1.65,100.58,100.2,100.85,100.14,0.40%,-0.078621642,134
2020-04-01,43578,42854,43645,42800,50,0.82,99.67,99.01,99.84,98.91,0.63%,-0.08918961,77
2020-03-31,43225,44373,44399,43060,290,-1.5,99.05,99.25,99.95,98.89,-0.13%,-0.134021296,108
2020-03-30,43883,43200,44180,43200,920,0.67,99.18,98.31,99.32,98.29,0.83%,-0.059685882,85
2020-03-27,43590,43520,43759,43035,20610,-0.09,98.36,99.29,99.81,98.27,-0.99%,-0.128898291,117
2020-03-26,43631,42400,43900,42000,34450,2.15,99.35,100.96,101.02,99.24,-1.68%,-0.02000463,108
2020-03-25,42713,42100,42889,41400,32140,2.01,101.05,101.6,101.91,100.84,-0.97%,-0.060187379,103
2020-03-24,41873,41451,42176,40115,40080,1.35,102.04,102.13,102.21,101.05,-0.44%,-0.044853763,93
2020-03-23,41317,40668,41500,39820,43820,2.22,102.49,101.95,102.98,101.65,-0.32%,-0.064466355,107
2020-03-20,40419,40049,40987,39885,46770,1.33,102.82,102.94,102.99,101.09,0.06%,-0.0592,137
2020-03-19,39889,39700,40170,39121,49450,0.31,102.75,100.79,102.94,100.77,1.58%,-0.08015241,166
2020-03-18,39764,40239,40480,39368,72460,-1.28,101.16,99.38,101.74,99.15,1.59%,-0.060336082,97
2020-03-17,40279,39750,40950,38700,82570,1.85,99.57,98.14,99.83,97.98,1.54%,-0.064774306,144
2020-03-16,39548,40802,41291,38419,106920,-2.07,98.07,98.7,98.7,97.45,-0.69%,-0.12491129,124
2020-03-13,40382,42000,42085,40155,66620,-4.35,98.75,97.45,98.81,97.33,1.31%,-0.175151261,119
2020-03-12,42217,43311,43615,41601,75050,-2.58,97.47,96.65,98.31,96.08,1.00%,-0.045267368,95
2020-03-11,43334,43690,43838,43270,35130,-0.82,96.51,96.33,96.69,95.91,0.10%,-0.077787129,101
2020-03-10,43694,44280,44280,43511,23910,-1.39,96.41,95.34,96.58,95.23,1.60%,-0.054602778,108
2020-03-09,44308,44200,44740,43829,61170,0.48,94.89,96.11,95.79,94.65,-1.10%,-0.151506494,77
2020-03-06,44098,44200,44881,43407,76250,0.51,95.95,96.61,96.7,95.71,-0.90%,-0.047600971,103
2020-03-05,43874,43050,44255,43050,370,1.48,96.82,97.38,97.44,96.51,-0.53%,-0.073,95
2020-03-04,43235,43100,43649,43006,90,0.31,97.34,97.17,97.59,97.12,0.19%,0.021210714,56
2020-03-03,43100,42050,43277,41960,70,2.58,97.15,97.56,97.69,96.98,-0.21%,-0.047653763,93
2020-03-02,42017,43014,43014,41689,310,0.61,97.36,98.12,98.12,97.18,-0.79%,-0.01921236,89
2020-02-28,41763,42350,43000,41248,4470,-1.02,98.13,98.42,98.66,97.96,-0.38%,-0.059216854,89
2020-02-27,42193,42460,42735,42154,18400,-0.37,98.51,99.02,99.05,98.36,-0.49%,-0.0688875,88
2020-02-26,42349,42470,42735,42006,26970,-0.76,99.0,99.08,99.27,98.91,0.03%,-0.039652703,74
2020-02-25,42675,43160,43200,42257,33280,-1.8,98.97,99.33,99.39,98.88,-0.39%,-0.052173077,104
2020-02-24,43456,42750,43585,42750,39100,2.22,99.36,99.34,99.64,99.11,0.10%,-0.0508375,72
2020-02-21,42511,42000,42571,42000,19670,1.49,99.26,99.86,99.87,99.23,-0.60%,0.032074359,39
2020-02-20,41886,41488,41987,41390,27950,1.02,99.86,99.54,99.91,99.53,0.16%,-0.004377586,58
2020-02-19,41463,41400,41486,41230,19080,0.37,99.71,99.43,99.72,99.38,0.27%,-0.047204478,67
2020-02-18,41311,40820,41343,40800,22270,1.54,99.44,99.19,99.47,99.14,0.44%,-0.040601563,64
2020-02-17,40686,40826,40843,40660,11090,-0.47,99.0,99.16,99.21,99.0,-0.12%,-0.055133333,45
2020-02-14,40879,40489,40912,40489,15050,0.74,99.12,99.12,99.17,99.0,0.06%,-0.045374324,74
2020-02-13,40580,40474,40625,40460,14930,0.38,99.07,98.99,99.11,98.85,0.02%,-0.034521951,82
2020-02-12,40427,40352,40464,40251,14130,0.18,99.05,98.77,99.05,98.71,0.33%,0.029316867,83
2020-02-11,40353,40510,40510,40243,17790,-0.63,98.72,98.86,98.95,98.71,-0.11%,0.012290278,72
2020-02-10,40607,40533,40635,40451,13040,0.11,98.83,98.7,98.88,98.6,0.15%,-0.061866154,65
2020-02-07,40563,40345,40633,40232,19970,0.69,98.68,98.46,98.72,98.42,0.19%,0.011485714,84
2020-02-06,40287,40043,40345,39972,15610,0.18,98.5,98.29,98.57,98.21,0.20%,-0.044652273,88
2020-02-05,40213,40690,40700,40100,40,0.39,98.3,97.94,98.32,97.9,0.35%,0.043211688,77
2020-02-04,40056,40618,40839,39750,100,-1.42,97.96,97.82,98.01,97.79,0.16%,0.004736634,101
2020-02-03,40633,41178,41178,40590,190,-1.13,97.8,97.37,97.89,97.37,0.42%,-0.04145463,108
2020-01-31,41012,40490,41161,40490,1150,0.28,97.39,97.87,97.97,97.35,-0.49%,-0.045957843,102
2020-01-30,40897,40400,40990,40400,4950,1.43,97.87,98.03,98.07,97.79,-0.12%,-0.008964646,99
2020-01-29,40321,40100,40380,40023,13240,0.3,97.99,97.95,98.19,97.94,-0.03%,-0.002570526,95
2020-01-28,40200,40523,40561,40130,19400,-0.88,98.02,97.95,98.16,97.9,0.06%,-0.026494048,84
2020-01-27,40557,40400,40721,40400,20090,0.58,97.96,97.88,98.0,97.78,0.11%,-0.035751613,31
2020-01-24,40322,40139,40399,39929,23430,0.17,97.85,97.72,97.95,97.67,0.16%,-0.029155357,56
2020-01-23,40255,39917,40274,39806,21340,0.91,97.69,97.48,97.8,97.43,0.16%,-0.043161728,81
2020-01-22,39893,39813,39939,39736,15260,0.0,97.53,97.62,97.69,97.44,0.00%,-0.042969307,101
2020-01-21,39892,40000,40150,39660,24670,-0.09,97.53,97.63,97.66,97.39,-0.08%,-0.053245679,81
2020-01-20,39927,39990,39990,39870,10010,0.02,97.61,97.64,97.73,97.58,-0.03%,-0.065121429,42
2020-01-17,39920,39749,39959,39684,15500,0.61,97.64,97.3,97.66,97.27,0.33%,0.005949153,59
2020-01-16,39676,39562,39762,39562,15820,0.2,97.32,97.18,97.36,97.08,0.09%,0.042616216,74
2020-01-15,39598,39600,39699,39464,18190,0.39,97.23,97.38,97.44,97.16,-0.14%,0.042490909,77
2020-01-14,39443,39500,39525,39280,19100,-0.25,97.37,97.36,97.56,97.33,0.03%,-0.016928736,87
2020-01-13,39541,39801,39801,39510,20340,-0.77,97.34,97.35,97.53,97.31,-0.02%,-0.037055,60
2020-01-10,39849,39721,39888,39550,26620,0.11,97.36,97.43,97.58,97.3,-0.09%,-0.045313115,61
2020-01-09,39806,40165,40165,39594,27520,-0.68,97.45,97.27,97.56,97.25,0.15%,-0.023044444,90
2020-01-08,40078,40792,41270,39893,47710,-1.37,97.3,96.83,97.35,96.82,0.31%,-0.012158904,73
2020-01-07,40635,40280,40666,40181,27470,0.46,97.0,96.65,97.09,96.62,0.34%,-0.094703279,61
2020-01-06,40448,40250,41049,40250,33170,1.31,96.67,96.9,96.9,96.54,-0.18%,-0.089644444,45
2020-01-03,39925,39520,40002,39486,210,1.8,96.84,96.79,97.11,96.71,-0.01%,0.00477234,47
2020-01-02,39220,38953,39685,38905,250,0.72,96.85,96.48,96.87,96.42,0.48%,-0.007868085,47
2020-01-01,38938,38980,39067,38900,120,-0.16,96.39,96.5,97.1,96.39,0.00%,-0.01617,10
2019-12-31,38999,39019,39099,38869,630,0.45,96.39,96.73,96.73,96.36,-0.36%,-0.034021569,51
2019-12-30,38823,38993,38994,38701,5570,-0.4,96.74,97.02,97.02,96.61,-0.19%,0.034865,40
2019-12-27,38978,38805,38995,38685,11520,0.54,96.92,97.54,97.55,96.92,-0.63%,0.009313333,15
2019-12-26,38767,38650,38816,38619,16480,0.37,97.53,97.62,97.71,97.49,-0.12%,0.029435135,37
2019-12-24,38624,38240,38644,38240,13880,1.03,97.65,97.66,97.8,97.61,-0.01%,-0.012627778,18
2019-12-23,38231,37999,38270,37999,10200,0.6,97.66,97.67,97.82,97.58,-0.03%,0.027205455,55
2019-12-20,38002,38076,38120,37965,12050,-0.28,97.69,97.39,97.76,97.38,0.32%,0.033192063,63
2019-12-19,38110,37998,38140,37880,13070,0.47,97.38,97.4,97.49,97.22,-0.02%,0.053017568,74
2019-12-18,37932,37937,37994,37817,12090,-0.08,97.4,97.23,97.47,97.22,0.19%,-0.002916176,68
2019-12-17,37961,37863,37987,37850,11990,0.23,97.22,97.14,97.3,97.03,0.21%,0.013122951,61
2019-12-16,37873,37740,37948,37735,13050,0.26,97.02,97.18,97.18,96.93,-0.15%,-0.006446774,62
2019-12-13,37776,37512,37810,37400,21940,0.58,97.17,96.78,97.24,96.72,-0.24%,-0.004254286,70
2019-12-12,37559,37749,38044,37500,22610,-0.36,97.4,97.08,97.52,96.59,0.33%,0.025647826,69
2019-12-11,37693,37602,37741,37554,10900,0.24,97.08,97.51,97.6,97.04,-0.34%,-0.004878205,78
2019-12-10,37604,37604,37728,37550,12400,-0.09,97.41,97.65,97.66,97.4,-0.24%,0.008927632,76
2019-12-09,37638,37774,37774,37610,9220,-0.29,97.64,97.68,97.72,97.56,-0.06%,-0.129529032,62
2019-12-06,37748,38087,38170,37711,16890,-0.91,97.7,97.38,97.84,97.36,0.30%,0.090929091,55
2019-12-05,38095,38245,38245,37800,30,-0.24,97.41,97.59,97.59,97.36,-0.25%,0.020048276,58
2019-12-04,38188,38563,38563,38081,50,-0.21,97.65,97.71,97.79,97.43,-0.09%,-0.007983824,68
2019-12-03,38267,37874,38400,37840,150,0.93,97.74,97.89,97.94,97.64,-0.12%,-0.071317978,89
2019-12-02,37915,38240,38240,37715,890,-0.12,97.86,98.27,98.38,97.81,-0.42%,-0.052956923,65
2019-11-29,37961,37770,38070,37711,4270,0.48,98.27,98.34,98.54,98.22,-0.10%,-0.021186441,59
2019-11-28,37780,37511,37837,37511,9500,0.54,98.37,98.33,98.4,98.26,0.00%,-0.037289189,74
2019-11-27,37578,37753,37753,37530,11790,-0.52,98.37,98.3,98.44,98.28,0.12%,0.0884,44
2019-11-26,37775,37747,37830,37615,15750,-0.02,98.25,98.33,98.38,98.23,-0.07%,-0.012475385,65
2019-11-25,37782,37891,37905,37736,14900,-0.38,98.32,98.27,98.38,98.17,0.05%,0.080959722,72
2019-11-22,37927,37975,38150,37905,20370,-0.12,98.27,97.93,98.31,97.84,0.29%,-0.018817333,75
2019-11-21,37971,38156,38200,37945,20030,-0.48,97.99,97.86,98.03,97.73,0.06%,-0.000218987,79
2019-11-20,38155,38218,38325,38020,23560,-0.13,97.93,97.84,98.04,97.84,0.07%,0.031590991,111
2019-11-19,38206,38223,38230,37920,24870,-0.06,97.86,97.81,97.89,97.75,0.07%,-0.047597333,75
2019-11-18,38228,37943,38249,37810,23230,0.59,97.79,97.98,97.98,97.68,-0.21%,0.021642857,77
2019-11-15,38002,38236,38236,37922,17270,-0.7,98.0,98.17,98.23,97.96,-0.16%,0.007006494,77
2019-11-14,38269,38106,38295,38060,20590,0.43,98.16,98.34,98.42,98.11,-0.21%,0.027723684,76
2019-11-13,38107,37820,38150,37800,23100,0.97,98.37,98.33,98.45,98.29,0.06%,-0.014919355,93
2019-11-12,37740,37650,37800,37542,12900,0.14,98.31,98.21,98.42,98.21,0.11%,-0.021373016,63
2019-11-11,37688,37710,37850,37532,17280,-0.05,98.2,98.37,98.38,98.13,-0.15%,0.004870769,65
2019-11-08,37705,37655,37880,37488,27500,0.29,98.35,98.14,98.4,98.1,0.21%,0.007970968,62
2019-11-07,37595,38188,38245,37536,27880,-1.68,98.14,97.95,98.23,97.82,0.19%,-0.010544554,101
2019-11-06,38239,37980,38273,37957,20310,-0.57,97.95,97.94,97.98,97.78,-0.03%,0.025502247,89
2019-11-05,38458,38839,39049,38300,170,-0.71,97.98,97.55,98.01,97.47,0.49%,0.027495181,83
2019-11-04,38734,39500,39500,38645,180,0.21,97.5,97.22,97.58,97.17,0.27%,-0.004813415,82
2019-11-01,38652,38759,38800,38518,720,-0.49,97.24,97.3,97.45,97.11,-0.11%,0.036987,100
2019-10-31,38842,38300,38898,38300,2300,1.23,97.35,97.44,97.45,97.22,-0.31%,0.025683607,122
2019-10-30,38369,38194,38384,38078,6370,0.68,97.65,97.67,98.0,97.45,-0.04%,-0.02988018,111
2019-10-29,38110,38063,38194,37988,11170,0.02,97.69,97.75,97.93,97.61,-0.07%,0.00405,88
2019-10-28,38103,38388,38388,38070,7520,-0.46,97.76,97.85,97.89,97.67,-0.07%,0.053015094,53
2019-10-25,38362,38450,38690,38325,19570,-0.23,97.83,97.69,97.9,97.57,0.20%,-0.00995,86
2019-10-24,38452,38175,38475,38109,14660,0.86,97.63,97.46,97.78,97.28,0.14%,0.069907595,79
2019-10-23,38124,38090,38249,38090,12600,0.26,97.49,97.49,97.65,97.42,-0.04%,0.0181,75
2019-10-22,38025,37901,38060,37900,13840,0.15,97.53,97.31,97.57,97.26,0.21%,-0.024639744,78
2019-10-21,37969,38098,38144,37940,10410,-0.4,97.33,97.34,97.4,97.15,0.05%,-0.029871667,60
2019-10-18,38121,38179,38212,38025,16230,-0.25,97.28,97.6,97.66,97.14,-0.34%,-0.003960317,63
2019-10-17,38216,38190,38250,38001,20290,-0.08,97.61,97.99,98.11,97.5,-0.40%,-0.053432099,81
2019-10-16,38248,38175,38271,37980,26510,0.48,98.0,98.32,98.42,97.9,-0.30%,-0.056904054,74
2019-10-15,38067,38259,38406,38021,23550,-0.48,98.29,98.45,98.64,98.21,-0.16%,0.022570513,78
2019-10-14,38250,37795,38286,37757,21990,1.09,98.45,98.36,98.53,98.34,0.15%,-0.038,56
2019-10-11,37839,38050,38263,37736,27080,-0.74,98.3,98.7,98.74,98.2,-0.41%,-0.022736709,79
2019-10-10,38120,38400,38434,38030,20640,-0.69,98.7,98.98,99.07,98.62,-0.42%,-0.070603659,82
2019-10-09,38384,38279,38418,38154,20030,0.37,99.12,99.09,99.16,98.9,-0.01%,-0.036260526,76
2019-10-08,38242,38179,38400,38179,10520,0.7,99.13,98.98,99.25,98.85,0.16%,-0.065883099,71
2019-10-07,37978,38225,38302,37765,15800,-0.06,98.97,98.82,99.0,98.74,0.16%,-0.14925,54
2019-10-04,38002,37948,38215,37879,150,-0.03,98.81,98.87,99.0,98.73,-0.05%,-0.044553731,67
2019-10-03,38012,37583,38215,37583,380,1.7,98.86,99.03,99.19,98.64,-0.16%,-0.068994805,77
2019-10-01,37377,36979,37507,36750,3670,1.37,99.13,99.4,99.67,99.07,-0.25%,-0.145570313,64
2019-09-30,36873,37600,37620,36811,17000,-2.21,99.38,99.12,99.46,99.05,0.27%,-0.060610345,58
2019-09-27,37706,37824,37824,37301,27420,-0.18,99.11,99.19,99.31,98.99,-0.02%,-0.061624324,74
2019-09-26,37773,37572,37825,37427,25210,0.54,99.13,98.96,99.28,98.84,0.09%,0.006411538,78
2019-09-25,37571,38010,38170,37455,27540,-1.37,99.04,98.38,99.06,98.36,0.71%,-0.084006306,111
2019-09-24,38091,37899,38140,37758,25610,0.49,98.34,98.64,98.7,98.29,-0.26%,-0.121562222,90
2019-09-23,37905,37750,37960,37725,19980,0.63,98.6,98.51,98.83,98.45,0.09%,-0.077861475,122
2019-09-20,37669,37700,37749,37437,20700,-0.01,98.51,98.34,98.64,98.14,0.24%,-0.115592308,78
2019-09-19,37672,37700,37767,37525,23030,-0.44,98.27,98.57,98.62,98.2,-0.29%,0.008941772,79
2019-09-18,37837,38067,38067,37728,19420,-0.42,98.56,98.21,98.69,98.19,0.31%,-0.139333784,74
2019-09-17,37995,38068,38165,37853,24420,-0.43,98.26,98.65,98.74,98.19,-0.35%,-0.059561,100
2019-09-16,38161,37749,38188,37749,25820,1.72,98.61,98.12,98.71,98.03,0.36%,-0.17837439,82
2019-09-13,37517,37700,37891,37451,28040,-0.61,98.26,98.41,98.43,97.86,-0.05%,0.041683871,31
